Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
Valentino: The Last Emperor,2008,PG-13,96,77,1.6,TRUE,FALSE
Tyson,2008,R,90,85,0.8,TRUE,TRUE
Management,2008,R,94,46,0.8,FALSE,FALSE
Rudo y Cursi,2008,R,103,73,1.7,TRUE,TRUE
Soul Power,2008,PG-13,92,85,0.0239,FALSE,FALSE
Every Little Step,2008,PG-13,96,92,1.5,TRUE,FALSE
The Brothers Bloom,2008,PG-13,114,66,3.5,FALSE,FALSE
The Hurt Locker,2008,R,131,98,15.7,TRUE,FALSE
"Food, Inc.",2008,PG,94,96,4.2,TRUE,FALSE
Goodbye Solo,2008,R,91,94,0.8,TRUE,FALSE
It Might Get Loud,2008,PG,98,80,1.2,FALSE,FALSE
The Secrets of Jonathan Sperry,2008,PG,96,0,1.1,FALSE,FALSE
The Stoning of Soraya M.,2008,R,114,57,0.5,TRUE,FALSE
The Loss of a Teardrop Diamond,2008,PG-13,102,26,0.0945,FALSE,FALSE
"New York, I Love You",2008,R,103,36,1.6,FALSE,FALSE
More Than a Game,2008,PG,105,71,0.9,TRUE,FALSE
The Burning Plain,2008,R,107,35,0.0587,TRUE,TRUE
The Yellow Handkerchief,2008,PG-13,102,67,0.2,FALSE,FALSE
The Merry Gentleman,2008,R,110,63,0.3,FALSE,FALSE
Me and Orson Welles,2008,PG-13,114,85,1.1,TRUE,TRUE
"Lovely, Still",2008,PG,92,71,0.1,FALSE,FALSE
Youssou Ndour: I Bring What I Love,2008,PG,102,83,0.0326,TRUE,TRUE
Finding Amanda,2008,R,96,40,0.0313,FALSE,FALSE
The Wrecking Crew,2008,PG,101,92,0.8,FALSE,FALSE
Street Dreams,2009,R,88,0,0.0849,TRUE,FALSE
Alien Trespass,2009,PG,90,35,0.0434,FALSE,TRUE
The Unborn,2009,PG-13,88,10,42.6,FALSE,FALSE
Bride Wars,2009,PG,89,10,58.6,TRUE,FALSE
Not Easily Broken,2009,PG-13,99,33,10.6,TRUE,FALSE
Notorious,2009,R,122,51,36.7,FALSE,FALSE
Chandni Chowk to China,2009,PG-13,154,44,0.9,FALSE,TRUE
Paul Blart: Mall Cop,2009,PG,91,33,146.3,TRUE,FALSE
Hotel for Dogs,2009,PG,100,45,73,TRUE,TRUE
My Bloody Valentine,2009,R,101,57,51.5,FALSE,FALSE
The Slammin' Salmon,2009,R,90,35,0.0262,FALSE,FALSE
La mission,2009,R,117,48,1.1,TRUE,FALSE
Underworld: Rise of the Lycans,2009,R,92,29,45.8,FALSE,TRUE
The Uninvited,2009,PG-13,87,32,28.6,FALSE,TRUE
New in Town,2009,PG,97,29,16.7,FALSE,TRUE
He's Just Not That Into You,2009,PG-13,129,40,93.9,TRUE,TRUE
The Pink Panther 2,2009,PG,92,12,35.9,FALSE,FALSE
Push,2009,PG-13,111,23,31.7,TRUE,TRUE
Coraline,2009,PG,100,90,75.2,TRUE,FALSE
Under the Sea 3D,2009,G,40,94,34.6,FALSE,TRUE
Confessions of a Shopaholic,2009,PG,104,25,44.2,TRUE,FALSE
The International,2009,R,118,59,25.5,FALSE,TRUE
Fanboys,2009,PG-13,90,32,0.5,FALSE,FALSE
Friday the 13th,2009,R,97,25,65,TRUE,FALSE
Madea Goes to Jail,2009,PG-13,103,29,90.5,TRUE,FALSE
Fired Up!,2009,PG-13,90,24,16.8,TRUE,FALSE
Crossing Over,2009,R,113,16,0.4,FALSE,FALSE
Street Fighter: The Legend of Chun-Li,2009,PG-13,96,18,8.6,FALSE,TRUE
Echelon Conspiracy,2009,PG-13,105,0,0.5,FALSE,FALSE
Jonas Brothers: The 3D Concert Experience,2009,G,76,24,19,TRUE,FALSE
Watchmen,2009,R,162,65,107.5,TRUE,FALSE
Brothers at War,2009,R,110,68,0.0331,FALSE,FALSE
Miss March,2009,R,90,5,4.5,FALSE,FALSE
The Last House on the Left,2009,R,110,41,32.7,TRUE,FALSE
Race to Witch Mountain,2009,PG,98,43,67.1,FALSE,FALSE
That Evening Sun,2009,PG-13,109,81,0.0838,TRUE,FALSE
"I Love You, Man",2009,R,105,84,71.3,TRUE,FALSE
Knowing,2009,PG-13,121,33,79.9,TRUE,TRUE
Duplicity,2009,PG-13,125,64,40.6,TRUE,TRUE
The Haunting in Connecticut,2009,PG-13,92,17,55.3,TRUE,TRUE
12 Rounds,2009,PG-13,108,29,12.2,FALSE,FALSE
Monsters vs. Aliens,2009,PG,94,72,198.3,TRUE,FALSE
The Cross,2009,PG,90,18,0.6,FALSE,FALSE
Fast & Furious,2009,PG-13,107,28,155,TRUE,FALSE
Adventureland,2009,R,107,88,16,TRUE,FALSE
Dragonball: Evolution,2009,PG,85,14,9.4,FALSE,TRUE
Observe and Report,2009,R,86,51,24,TRUE,FALSE
Hannah Montana: The Movie,2009,G,102,44,79.5,TRUE,FALSE
Crank: High Voltage,2009,R,96,63,13.6,FALSE,FALSE
17 Again,2009,PG-13,102,55,64.1,TRUE,FALSE
Sin Nombre,2009,R,96,89,2.4,TRUE,TRUE
State of Play,2009,PG-13,127,84,37,TRUE,TRUE
Obsessed,2009,PG-13,108,19,68.3,TRUE,FALSE
Fighting,2009,PG-13,105,39,23,FALSE,FALSE
The Soloist,2009,PG-13,117,56,31.7,TRUE,TRUE
Outrage,2009,R,90,78,0.2,TRUE,FALSE
Ghosts of Girlfriends Past,2009,PG-13,100,27,55.2,TRUE,FALSE
X-Men Origins: Wolverine,2009,PG-13,107,38,179.7,TRUE,TRUE
Star Trek,2009,PG-13,127,95,257.7,TRUE,TRUE
Next Day Air,2009,R,84,21,10,FALSE,FALSE
Angels & Demons,2009,PG-13,138,37,133.4,TRUE,TRUE
Terminator Salvation,2009,PG-13,115,33,125.3,TRUE,TRUE
Dance Flick,2009,PG-13,83,18,25.6,FALSE,FALSE
Night at the Museum: Battle of the Smithsonian,2009,PG,105,44,177.1,TRUE,TRUE
Up,2009,PG,96,98,293,TRUE,FALSE
Drag Me to Hell,2009,PG-13,99,92,42.1,TRUE,FALSE
My Life in Ruins,2009,PG-13,95,9,8.5,FALSE,TRUE
The Hangover,2009,R,100,79,277.3,TRUE,TRUE
Land of the Lost,2009,PG-13,102,26,49.4,TRUE,FALSE
Saint John of Las Vegas,2009,R,85,24,0.0722,FALSE,FALSE
Imagine That,2009,PG,107,40,16.1,TRUE,TRUE
The Taking of Pelham 1 2 3,2009,R,106,51,65.5,TRUE,TRUE
Amreeka,2009,PG-13,96,87,0.4,TRUE,TRUE
Year One,2009,PG-13,97,15,43.3,FALSE,FALSE
The Proposal,2009,PG-13,108,44,163.9,TRUE,FALSE
Transformers: Revenge of the Fallen,2009,PG-13,150,19,402.1,TRUE,FALSE
Away We Go,2009,R,98,67,9.4,TRUE,TRUE
Tetro,2009,R,127,71,0.3,FALSE,TRUE
My Sister's Keeper,2009,PG-13,109,48,49.1,TRUE,FALSE
Ice Age: Dawn of the Dinosaurs,2009,PG,94,45,196.6,TRUE,FALSE
Public Enemies,2009,R,140,68,97,TRUE,TRUE
Whatever Works,2009,PG-13,92,49,5.2,TRUE,TRUE
Spread,2009,R,97,21,0.1,FALSE,FALSE
The Girlfriend Experience,2009,R,77,66,0.6,FALSE,FALSE
"I Love You, Beth Cooper",2009,PG-13,102,14,141.2,TRUE,TRUE
Brüno,2009,R,81,68,60,TRUE,FALSE
Harry Potter and the Half-Blood Prince,2009,PG,153,84,301.9,TRUE,TRUE
Orphan,2009,R,123,55,41.5,TRUE,TRUE
The Ugly Truth,2009,R,96,13,88.9,TRUE,FALSE
G-Force,2009,PG,88,22,119.4,TRUE,FALSE
The Collector,2009,R,90,30,7.7,FALSE,FALSE
Aliens in the Attic,2009,PG,86,31,25,FALSE,TRUE
Funny People,2009,R,146,68,51.8,FALSE,FALSE
Shrink,2009,R,104,29,0.0932,FALSE,FALSE
A Perfect Getaway,2009,R,98,61,15.5,FALSE,FALSE
(500) Days of Summer,2009,PG-13,95,86,32.1,TRUE,FALSE
G.I. Joe: The Rise of Cobra,2009,PG-13,118,35,150.2,TRUE,TRUE
Julie & Julia,2009,PG-13,123,75,94.1,TRUE,FALSE
The Cove,2009,PG-13,92,94,0.6,TRUE,FALSE
The Time Traveler's Wife,2009,PG-13,107,38,63.4,TRUE,FALSE
District 9,2009,R,112,90,115.6,TRUE,TRUE
Bandslam,2009,PG,111,81,5.2,FALSE,FALSE
"The Goods: Live Hard, Sell Hard",2009,R,89,27,15,FALSE,FALSE
Inglourious Basterds,2009,R,153,89,120.5,TRUE,TRUE
X Games 3D: The Movie,2009,PG,92,40,0.8,FALSE,FALSE
Shorts,2009,PG,89,45,20.9,TRUE,TRUE
Post Grad,2009,PG-13,88,8,6.3,FALSE,FALSE
Taking Woodstock,2009,R,120,47,7.4,FALSE,FALSE
Halloween II,2009,R,105,19,33.3,FALSE,FALSE
Play the Game,2009,PG-13,105,27,0.5,TRUE,FALSE
Adam,2009,PG-13,99,64,2.1,TRUE,FALSE
The Final Destination,2009,R,82,29,66.4,TRUE,FALSE
Motherhood,2009,PG-13,90,20,0.0501,TRUE,FALSE
Paper Heart,2009,PG-13,88,58,1.1,TRUE,FALSE
Carriers,2009,PG-13,84,63,0.0908,FALSE,FALSE
Extract,2009,R,92,63,10.6,FALSE,FALSE
All About Steve,2009,PG-13,99,7,33.8,TRUE,FALSE
Gamer,2009,R,95,28,20.5,TRUE,FALSE
9,2009,PG-13,79,56,31.7,FALSE,FALSE
Whiteout,2009,R,101,7,10.2,FALSE,TRUE
I Can Do Bad All by Myself,2009,PG-13,113,63,51.7,TRUE,FALSE
Sorority Row,2009,R,101,22,11.9,FALSE,FALSE
Humpday,2009,R,94,79,0.3,TRUE,FALSE
Cloudy with a Chance of Meatballs,2009,PG,90,87,124.9,TRUE,FALSE
Jennifer's Body,2009,R,102,42,16,TRUE,FALSE
Love Happens,2009,PG-13,109,16,22.9,FALSE,TRUE
The Informant!,2009,R,108,79,33.3,TRUE,FALSE
The Limits of Control,2009,R,116,44,0.4,FALSE,TRUE
Fame,2009,PG,107,25,22.4,FALSE,FALSE
Surrogates,2009,PG-13,89,39,38.5,FALSE,FALSE
The September Issue,2009,PG-13,90,83,3.7,TRUE,FALSE
I Hope They Serve Beer in Hell,2009,R,105,20,1.4,FALSE,FALSE
My One and Only,2009,PG-13,108,68,2.3,TRUE,FALSE
Capitalism: A Love Story,2009,R,127,75,14.3,TRUE,FALSE
Zombieland,2009,R,88,90,75.6,TRUE,FALSE
The Invention of Lying,2009,PG-13,100,58,18.4,FALSE,FALSE
Whip It,2009,PG-13,111,84,13,FALSE,FALSE
From Mexico with Love,2009,PG-13,96,0,0.5,FALSE,FALSE
Couples Retreat,2009,PG-13,113,11,109.2,TRUE,FALSE
Where the Wild Things Are,2009,PG,101,73,77.2,TRUE,TRUE
The Stepfather,2009,PG-13,101,11,29.1,FALSE,FALSE
Law Abiding Citizen,2009,R,109,25,73.3,TRUE,FALSE
Saw VI,2009,R,90,36,27.7,FALSE,TRUE
Good Hair,2009,PG-13,96,95,4.1,TRUE,FALSE
Cirque du Freak: The Vampire's Assistant,2009,PG-13,109,38,13.8,TRUE,FALSE
Amelia,2009,PG,111,20,14.2,TRUE,TRUE
Astro Boy,2009,PG,94,49,19.5,FALSE,TRUE
This Is It,2009,PG,111,81,71.8,TRUE,FALSE
A Christmas Carol,2009,PG,96,54,137.8,TRUE,FALSE
The Men Who Stare at Goats,2009,R,94,52,32.4,TRUE,TRUE
A Serious Man,2009,R,106,89,9.2,TRUE,TRUE
The Box,2009,PG-13,115,45,114.9,FALSE,FALSE
The Fourth Kind,2009,PG-13,98,19,25.5,FALSE,TRUE
Today's Special,2009,R,99,81,0.3,FALSE,FALSE
2012,2009,PG-13,158,39,166.1,TRUE,FALSE
Planet 51,2009,PG,91,21,42.2,TRUE,TRUE
The Blind Side,2009,PG-13,129,66,255.5,TRUE,FALSE
Precious,2009,R,110,91,47.5,TRUE,FALSE
The Twilight Saga: New Moon,2009,PG-13,130,28,296.6,TRUE,FALSE
Ninja Assassin,2009,R,99,26,38.1,FALSE,TRUE
Old Dogs,2009,PG,88,5,49.5,FALSE,FALSE
Fantastic Mr. Fox,2009,PG,87,92,20.9,TRUE,FALSE
Everybody's Fine,2009,PG-13,99,46,8.9,TRUE,FALSE
Armored,2009,PG-13,88,40,16,FALSE,FALSE
The Messenger,2009,R,113,90,1,TRUE,FALSE
Brothers,2009,R,105,63,28.5,TRUE,FALSE
Bad Lieutenant: Port of Call New Orleans,2009,R,122,87,1.6,TRUE,FALSE
Invictus,2009,PG-13,134,76,37.4,TRUE,FALSE
The Boondock Saints II: All Saints Day,2009,R,118,23,10.2,FALSE,FALSE
The Princess and the Frog,2009,G,97,85,104.4,TRUE,FALSE
Avatar,2009,PG-13,162,83,760.5,TRUE,TRUE
Did You Hear About the Morgans?,2009,PG-13,103,12,29.6,FALSE,FALSE
The Road,2009,R,111,75,8,TRUE,FALSE
Up in the Air,2009,R,109,91,83.8,TRUE,FALSE
Alvin and the Chipmunks: The Squeakquel,2009,PG,88,21,219.3,TRUE,FALSE
Sherlock Holmes,2009,PG-13,128,70,208.7,TRUE,TRUE
Nine,2009,PG-13,118,37,19.6,TRUE,TRUE
It's Complicated,2009,R,120,57,112.7,TRUE,TRUE
The Young Victoria,2009,PG,105,76,10.9,TRUE,TRUE
Youth in Revolt,2009,R,90,66,15.2,TRUE,FALSE
Daybreakers,2009,R,98,67,30,TRUE,TRUE
Black Dynamite,2009,R,84,85,0.1,TRUE,FALSE
The Lovely Bones,2009,PG-13,135,31,44,TRUE,TRUE
To Save a Life,2009,PG-13,120,33,3.7,FALSE,FALSE
A Single Man,2009,R,99,85,9.1,TRUE,FALSE
Crazy Heart,2009,R,112,91,38.3,TRUE,FALSE
An Education,2009,PG-13,100,94,12.5,TRUE,TRUE
The Good Guy,2009,R,90,35,0.0347,FALSE,FALSE
Ondine,2009,PG-13,111,70,0.5,TRUE,TRUE
Brooklyn's Finest,2009,R,132,43,26.7,TRUE,FALSE
Chloe,2009,R,96,51,1.8,TRUE,TRUE
Life During Wartime,2009,R,98,69,0.3,TRUE,FALSE
The Perfect Game,2009,PG,118,57,1,FALSE,TRUE
Oceans,2009,G,84,81,19,TRUE,TRUE
The Joneses,2009,R,96,62,1,FALSE,FALSE
City Island,2009,PG-13,104,81,6.7,TRUE,FALSE
Cold Souls,2009,PG-13,101,74,0.7,TRUE,TRUE
Princess Kaiulani,2009,PG,97,18,0.9,TRUE,TRUE
Splice,2009,R,104,74,17,TRUE,TRUE
The City of Your Final Destination,2009,PG-13,117,38,0.5,TRUE,FALSE
Solitary Man,2009,R,90,81,4.4,TRUE,FALSE
Mother and Child,2009,R,125,79,1.1,TRUE,TRUE
The Maiden Heist,2009,PG-13,90,0,0.5,FALSE,FALSE
Middle Men,2009,R,105,40,0.7,FALSE,FALSE
Get Low,2009,PG-13,103,84,9.2,TRUE,TRUE
Leaves of Grass,2009,R,105,59,0.068,FALSE,FALSE
World's Greatest Dad,2009,R,99,89,0.2,FALSE,FALSE
Like Dandelion Dust,2009,PG-13,100,80,0.4,TRUE,FALSE
Case 39,2009,R,109,22,13.2,FALSE,TRUE
Waking Sleeping Beauty,2009,PG,86,71,0.0331,TRUE,FALSE
The Other Woman,2009,R,102,39,0.0206,FALSE,FALSE
Chain Letter,2009,R,96,23,0.1,FALSE,FALSE
Oy Vey! My Son Is Gay!!,2009,PG-13,90,0,0.0872,TRUE,FALSE
I Love You Phillip Morris,2009,R,98,72,2,TRUE,TRUE
Down for Life,2009,R,92,0,0.0396,FALSE,FALSE
(Untitled),2009,R,96,65,0.2,TRUE,FALSE
The Mighty Macs,2009,G,99,46,1.9,FALSE,FALSE
Tanner Hall,2009,R,96,12,0.005,FALSE,FALSE
Leonie,2010,PG-13,102,42,0.0537,FALSE,TRUE
I'm Not Jesus Mommy,2010,R,89,0,0.0053,FALSE,FALSE
Passion Play,2010,R,94,3,0.0021,FALSE,FALSE
Immigration Tango,2010,R,92,7,0.0238,TRUE,FALSE
Smash His Camera,2010,PG-13,87,80,0.0024,TRUE,FALSE
Dumbstruck,2010,PG,85,71,0.015,TRUE,FALSE
Crazy on the Outside,2010,PG-13,96,8,0.0644,FALSE,FALSE
Leap Year,2010,PG,100,21,25.9,FALSE,TRUE
The Book of Eli,2010,R,118,48,94.3,TRUE,FALSE
The Spy Next Door,2010,PG,94,12,24.3,FALSE,FALSE
Legion,2010,R,100,19,40.2,FALSE,FALSE
Extraordinary Measures,2010,PG,106,28,11.9,FALSE,FALSE
Tooth Fairy,2010,PG,101,18,58.6,TRUE,TRUE
The Tillman Story,2010,R,94,93,0.8,TRUE,FALSE
The Dry Land,2010,R,92,61,0.0074,TRUE,FALSE
8: The Mormon Proposition,2010,R,80,63,0.0999,TRUE,FALSE
Edge of Darkness,2010,R,117,56,43.3,FALSE,TRUE
Preacher's Kid,2010,PG-13,110,50,0.4,TRUE,FALSE
When in Rome,2010,PG-13,91,17,32.6,FALSE,FALSE
From Paris with Love,2010,R,92,37,24,FALSE,TRUE
Dear John,2010,PG-13,108,29,79.6,TRUE,FALSE
Valentine's Day,2010,PG-13,125,18,110,TRUE,FALSE
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,49,86.7,FALSE,TRUE
The Wolfman,2010,R,103,34,61.9,TRUE,FALSE
Blood Done Sign My Name,2010,PG-13,128,50,0.0827,TRUE,FALSE
Shutter Island,2010,R,138,68,125,TRUE,FALSE
Cop Out,2010,R,107,19,44,FALSE,FALSE
The Crazies,2010,R,101,71,38.2,FALSE,TRUE
"Lebanon, Pa.",2010,PG-13,100,50,0.0447,TRUE,FALSE
Alice in Wonderland,2010,PG,108,51,319.3,TRUE,FALSE
Remember Me,2010,PG-13,113,27,18.2,TRUE,FALSE
Our Family Wedding,2010,PG-13,103,13,18.6,FALSE,FALSE
She's Out of My League,2010,R,104,58,28.7,FALSE,FALSE
Green Zone,2010,R,115,53,33.1,FALSE,TRUE
Elektra Luxx,2010,R,100,28,0.0108,FALSE,FALSE
The Bounty Hunter,2010,PG-13,110,13,56,TRUE,FALSE
The Runaways,2010,R,106,68,2,FALSE,FALSE
Diary of a Wimpy Kid,2010,PG,94,53,64,TRUE,FALSE
Repo Men,2010,R,111,22,13.2,FALSE,TRUE
Frozen,2010,R,93,62,0.1,TRUE,FALSE
Hot Tub Time Machine,2010,R,101,63,48.9,TRUE,FALSE
How to Train Your Dragon,2010,PG,98,98,217.4,TRUE,FALSE
Greenberg,2010,R,107,75,2.3,TRUE,FALSE
The Last Song,2010,PG,107,20,42.4,TRUE,FALSE
Meet Monica Velour,2010,R,98,48,0.0316,FALSE,FALSE
Clash of the Titans,2010,PG-13,106,28,163.2,TRUE,FALSE
Why Did I Get Married Too?,2010,PG-13,121,26,48.5,TRUE,FALSE
Date Night,2010,PG-13,88,67,98.7,TRUE,FALSE
Letters to God,2010,PG,110,25,1.1,FALSE,FALSE
The Extraordinary Adventures of Adèle Blanc-Sec,2010,PG,107,83,0.1,TRUE,TRUE
Kick-Ass,2010,R,117,76,20,TRUE,TRUE
Death at a Funeral,2010,R,92,41,16,FALSE,FALSE
Redemption Road,2010,PG-13,95,57,0.0258,FALSE,FALSE
The Back-up Plan,2010,PG-13,106,18,37.5,FALSE,FALSE
The Losers,2010,PG-13,97,49,23,TRUE,FALSE
Every Day,2010,R,93,33,0.0099,FALSE,FALSE
A Nightmare on Elm Street,2010,R,95,15,62,TRUE,FALSE
Furry Vengeance,2010,PG,92,8,16,FALSE,TRUE
Iron Man 2,2010,PG-13,124,72,312.1,TRUE,FALSE
Robin Hood,2010,PG-13,140,43,105.2,TRUE,TRUE
Letters to Juliet,2010,PG,105,40,53,FALSE,FALSE
Just Wright,2010,PG,100,45,21.5,TRUE,FALSE
Shrek Forever After,2010,PG,93,58,238.3,TRUE,FALSE
MacGruber,2010,R,90,47,8,FALSE,FALSE
The Romantics,2010,PG-13,95,15,0.1,FALSE,FALSE
Sex and the City 2,2010,R,146,15,95.3,TRUE,FALSE
Prince of Persia: The Sands of Time,2010,PG-13,116,36,90.8,FALSE,FALSE
Marmaduke,2010,PG,87,9,33.6,FALSE,FALSE
Killers,2010,PG-13,100,11,47,TRUE,FALSE
Get Him to the Greek,2010,R,109,73,60.9,FALSE,FALSE
The Killer Inside Me,2010,R,109,55,0.2,TRUE,TRUE
The Karate Kid,2010,PG,140,66,176.6,TRUE,TRUE
The A-Team,2010,PG-13,117,47,77.2,TRUE,FALSE
Please Give,2010,R,90,86,4,TRUE,FALSE
Jonah Hex,2010,PG-13,81,12,10.5,TRUE,FALSE
Toy Story 3,2010,G,103,99,415,TRUE,FALSE
Knight and Day,2010,PG-13,109,52,76.4,FALSE,FALSE
Grown Ups,2010,PG-13,102,10,162,TRUE,FALSE
The Twilight Saga: Eclipse,2010,PG-13,124,49,300.5,TRUE,FALSE
The Last Airbender,2010,PG,103,6,131.6,TRUE,FALSE
Joan Rivers: A Piece of Work,2010,R,84,91,2.9,TRUE,FALSE
Predators,2010,R,107,64,52,TRUE,FALSE
Despicable Me,2010,PG,95,81,251.5,TRUE,FALSE
The Sorcerer's Apprentice,2010,PG,109,41,63.1,TRUE,FALSE
Winter's Bone,2010,R,100,94,6.5,TRUE,FALSE
Cyrus,2010,R,91,80,7.5,FALSE,FALSE
Inception,2010,PG-13,148,86,292.6,TRUE,TRUE
Standing Ovation,2010,PG,105,6,0.5,FALSE,FALSE
Salt,2010,PG-13,100,62,118.3,TRUE,FALSE
Ramona and Beezus,2010,G,103,70,26.2,TRUE,FALSE
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82,14,43.6,FALSE,TRUE
The Kids Are All Right,2010,R,106,93,20.8,TRUE,FALSE
Charlie St. Cloud,2010,PG-13,99,27,31.1,FALSE,TRUE
Dinner for Schmucks,2010,PG-13,114,42,73,FALSE,FALSE
The Other Guys,2010,PG-13,107,79,119.2,TRUE,FALSE
Twelve,2010,R,93,3,0.2,FALSE,TRUE
Step Up 3D,2010,PG-13,107,46,42.4,FALSE,FALSE
Restrepo,2010,R,93,96,1.3,TRUE,FALSE
The Wildest Dream,2010,PG,94,76,0.9,TRUE,FALSE
Scott Pilgrim vs. the World,2010,PG-13,112,82,31.5,TRUE,TRUE
The Expendables,2010,R,103,41,103,TRUE,FALSE
Eat Pray Love,2010,PG-13,133,36,80.6,TRUE,FALSE
Vampires Suck,2010,PG-13,82,5,36.7,FALSE,FALSE
Lottery Ticket,2010,PG-13,99,34,24.7,FALSE,FALSE
Nanny McPhee Returns,2010,PG,109,76,29,TRUE,TRUE
The Switch,2010,PG-13,101,51,27.8,FALSE,FALSE
Piranha 3D,2010,R,88,73,25,TRUE,FALSE
Howl,2010,R,84,63,0.6,TRUE,FALSE
Takers,2010,PG-13,107,28,57.7,TRUE,FALSE
The Last Exorcism,2010,PG-13,87,72,41,TRUE,TRUE
The American,2010,R,105,66,35.6,FALSE,TRUE
Machete,2010,R,105,72,26.6,TRUE,FALSE
Freakonomics,2010,PG-13,85,65,0.1,FALSE,FALSE
Going the Distance,2010,R,102,53,17.8,FALSE,FALSE
Legendary,2010,PG-13,107,17,0.2,FALSE,FALSE
Flipped,2010,PG,90,55,1.8,TRUE,FALSE
Resident Evil: Afterlife,2010,R,97,23,60.1,TRUE,TRUE
I'm Still Here,2010,R,108,53,0.4,TRUE,FALSE
Alpha and Omega,2010,PG,88,16,25.1,FALSE,TRUE
The Town,2010,R,125,93,92.2,TRUE,FALSE
Easy A,2010,PG-13,92,85,58.4,TRUE,FALSE
The Virginity Hit,2010,R,86,29,0.5,FALSE,FALSE
Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,97,50,55.7,TRUE,TRUE
Wall Street: Money Never Sleeps,2010,PG-13,133,55,52.5,TRUE,FALSE
You Again,2010,PG,105,17,25.7,TRUE,FALSE
The Social Network,2010,PG-13,120,96,96.9,TRUE,FALSE
Let Me In,2010,R,116,88,12.1,TRUE,TRUE
Catfish,2010,PG-13,87,80,3.2,TRUE,FALSE
It's Kind of a Funny Story,2010,PG-13,101,58,6.4,FALSE,FALSE
Life as We Know It,2010,PG-13,114,28,53.4,FALSE,FALSE
As Good as Dead,2010,R,100,0,0.0015,FALSE,FALSE
My Soul to Take,2010,R,107,9,14.6,FALSE,FALSE
Ghetto Physics,2010,R,94,42,0.0101,FALSE,FALSE
Secretariat,2010,PG,123,64,59.7,TRUE,FALSE
Never Let Me Go,2010,R,103,71,2.4,TRUE,TRUE
Under the Boardwalk: The Monopoly Story,2010,G,88,85,0.0051,TRUE,FALSE
Jackass 3D,2010,R,94,65,117.2,TRUE,FALSE
RED,2010,PG-13,111,71,90.4,TRUE,FALSE
Buried,2010,R,95,87,1,TRUE,TRUE
I Want Your Money,2010,PG,92,0,0.4,FALSE,FALSE
Exporting Raymond,2010,PG,86,71,0.0839,FALSE,TRUE
Hereafter,2010,PG-13,129,46,32.7,TRUE,FALSE
Paranormal Activity 2,2010,R,91,58,84.7,TRUE,FALSE
You Will Meet a Tall Dark Stranger,2010,R,98,46,3.2,TRUE,TRUE
Stone,2010,R,105,50,1.8,FALSE,FALSE
Waiting for 'Superman',2010,PG,111,89,6.4,TRUE,FALSE
Saw 3D: The Final Chapter,2010,R,90,9,45.7,FALSE,TRUE
Hatchet II,2010,R,85,36,0.0526,FALSE,FALSE
Conviction,2010,R,107,67,6.8,TRUE,FALSE
Due Date,2010,R,95,40,100.4,FALSE,FALSE
For Colored Girls,2010,R,133,32,37.7,TRUE,FALSE
Megamind,2010,PG,95,72,148.2,TRUE,FALSE
Morning Glory,2010,PG-13,107,56,31,FALSE,FALSE
Inside Job,2010,PG-13,105,98,4.3,TRUE,FALSE
Senna,2010,PG-13,106,92,1.6,TRUE,TRUE
Skyline,2010,PG-13,97,15,12,FALSE,FALSE
Unstoppable,2010,PG-13,98,86,81.6,TRUE,FALSE
Brotherhood,2010,R,76,54,0.0195,TRUE,FALSE
Queen of the Lot,2010,R,120,29,0.2,FALSE,FALSE
The Way,2010,PG-13,123,82,4.4,FALSE,TRUE
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,78,295,TRUE,TRUE
The Next Three Days,2010,PG-13,133,52,21.1,FALSE,TRUE
Tangled,2010,PG,100,90,200.8,TRUE,FALSE
Burlesque,2010,PG-13,119,36,39.4,TRUE,FALSE
Faster,2010,R,98,43,23.2,FALSE,FALSE
Love & Other Drugs,2010,R,112,49,32.4,TRUE,FALSE
London Boulevard,2010,R,103,33,0.0105,FALSE,TRUE
Night Catches Us,2010,R,90,81,0.0753,TRUE,FALSE
Fair Game,2010,PG-13,108,79,9.5,TRUE,TRUE
Tucker and Dale vs. Evil,2010,R,89,84,0.2,TRUE,TRUE
All Good Things,2010,R,101,33,0.6,FALSE,FALSE
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,49,104.4,TRUE,FALSE
The Tourist,2010,PG-13,103,20,67.6,TRUE,TRUE
How Do You Know,2010,PG-13,121,32,30.2,FALSE,FALSE
The Fighter,2010,R,116,91,93.6,TRUE,FALSE
TRON: Legacy,2010,PG,125,51,172.1,TRUE,FALSE
Black Swan,2010,R,108,87,107,TRUE,FALSE
Yogi Bear,2010,PG,80,13,100.2,TRUE,TRUE
Little Fockers,2010,PG-13,98,10,148.4,TRUE,FALSE
True Grit,2010,PG-13,110,96,171,TRUE,FALSE
Holy Rollers,2010,R,89,51,0.3,TRUE,FALSE
Gulliver's Travels,2010,PG,85,21,42.8,FALSE,FALSE
The King's Speech,2010,R,118,94,138.8,TRUE,TRUE
The Last Godfather,2010,PG-13,100,0,0.2,FALSE,TRUE
Jack Goes Boating,2010,R,89,68,0.5,TRUE,FALSE
Love Ranch,2010,R,117,12,0.1,TRUE,TRUE
